dataset,k,metric,run_id,split,value
popqa_enriched,1,recall,popqa_sfr_baseline,eval,0.6630686198920586
popqa_enriched,1,precision,popqa_sfr_baseline,eval,0.6630686198920586
popqa_enriched,1,ndcg,popqa_sfr_baseline,eval,0.6630686198920586
popqa_enriched,1,mrr,popqa_sfr_baseline,eval,0.6630686198920586
popqa_enriched,3,recall,popqa_sfr_baseline,eval,0.8511249737155674
popqa_enriched,3,precision,popqa_sfr_baseline,eval,0.2837083245718558
popqa_enriched,3,ndcg,popqa_sfr_baseline,eval,0.7740193779761525
popqa_enriched,3,mrr,popqa_sfr_baseline,eval,0.7472956239340203
popqa_enriched,5,recall,popqa_sfr_baseline,eval,0.9048153080535501
popqa_enriched,5,precision,popqa_sfr_baseline,eval,0.18096306161071005
popqa_enriched,5,ndcg,popqa_sfr_baseline,eval,0.7962271838031828
popqa_enriched,5,mrr,popqa_sfr_baseline,eval,0.7596738393962758
popqa_enriched,10,recall,popqa_sfr_baseline,eval,0.9458190229200253
popqa_enriched,10,precision,popqa_sfr_baseline,eval,0.09458190229200253
popqa_enriched,10,ndcg,popqa_sfr_baseline,eval,0.8096957391874202
popqa_enriched,10,mrr,popqa_sfr_baseline,eval,0.7653521947084013
popqa_enriched,20,recall,popqa_sfr_baseline,eval,0.9635522534520221
popqa_enriched,20,precision,popqa_sfr_baseline,eval,0.04817761267260111
popqa_enriched,20,ndcg,popqa_sfr_baseline,eval,0.814248841329363
popqa_enriched,20,mrr,popqa_sfr_baseline,eval,0.7666384829204764
popqa_enriched,,mrr,popqa_sfr_baseline,eval,0.7666384829204764
