dataset,k,metric,run_id,split,value
popqa_bm25,1,recall,bm25_popqa,eval,0.5173477255204317
popqa_bm25,1,precision,bm25_popqa,eval,0.5173477255204317
popqa_bm25,1,ndcg,bm25_popqa,eval,0.5173477255204317
popqa_bm25,1,mrr,bm25_popqa,eval,0.5173477255204317
popqa_bm25,3,recall,bm25_popqa,eval,0.6810121258849092
popqa_bm25,3,precision,bm25_popqa,eval,0.2270040419616364
popqa_bm25,3,ndcg,bm25_popqa,eval,0.6131658333526951
popqa_bm25,3,mrr,bm25_popqa,eval,0.5897058479942058
popqa_bm25,5,recall,bm25_popqa,eval,0.7490712833812294
popqa_bm25,5,precision,bm25_popqa,eval,0.1498142566762459
popqa_bm25,5,ndcg,bm25_popqa,eval,0.6412148539102402
popqa_bm25,5,mrr,bm25_popqa,eval,0.6052802504614379
popqa_bm25,10,recall,bm25_popqa,eval,0.8169902572369805
popqa_bm25,10,precision,bm25_popqa,eval,0.08169902572369805
popqa_bm25,10,ndcg,bm25_popqa,eval,0.6634286763194862
popqa_bm25,10,mrr,bm25_popqa,eval,0.6145936454533216
popqa_bm25,20,recall,bm25_popqa,eval,0.8678068269432957
popqa_bm25,20,precision,bm25_popqa,eval,0.04339034134716479
popqa_bm25,20,ndcg,bm25_popqa,eval,0.6763574384395435
popqa_bm25,20,mrr,bm25_popqa,eval,0.6181837369169966
popqa_bm25,,mrr,bm25_popqa,eval,0.6181837369169966
