dataset,k,metric,run_id,split,value
popqa_bm25,1,recall,popqa_enriched_bm25_baseline,eval,0.5173477255204317
popqa_bm25,1,precision,popqa_enriched_bm25_baseline,eval,0.5173477255204317
popqa_bm25,1,ndcg,popqa_enriched_bm25_baseline,eval,0.5173477255204317
popqa_bm25,1,mrr,popqa_enriched_bm25_baseline,eval,0.5173477255204317
popqa_bm25,3,recall,popqa_enriched_bm25_baseline,eval,0.6809420340646246
popqa_bm25,3,precision,popqa_enriched_bm25_baseline,eval,0.22698067802154154
popqa_bm25,3,ndcg,popqa_enriched_bm25_baseline,eval,0.6131307874425528
popqa_bm25,3,mrr,popqa_enriched_bm25_baseline,eval,0.5896824840541108
popqa_bm25,5,recall,popqa_enriched_bm25_baseline,eval,0.7490712833812294
popqa_bm25,5,precision,popqa_enriched_bm25_baseline,eval,0.1498142566762459
popqa_bm25,5,ndcg,popqa_enriched_bm25_baseline,eval,0.6412099949040072
popqa_bm25,5,mrr,popqa_enriched_bm25_baseline,eval,0.6052744094764141
popqa_bm25,10,recall,popqa_enriched_bm25_baseline,eval,0.8169902572369805
popqa_bm25,10,precision,popqa_enriched_bm25_baseline,eval,0.08169902572369805
popqa_bm25,10,ndcg,popqa_enriched_bm25_baseline,eval,0.6634238173132532
popqa_bm25,10,mrr,popqa_enriched_bm25_baseline,eval,0.6145878044682979
popqa_bm25,20,recall,popqa_enriched_bm25_baseline,eval,0.8678068269432957
popqa_bm25,20,precision,popqa_enriched_bm25_baseline,eval,0.04339034134716479
popqa_bm25,20,ndcg,popqa_enriched_bm25_baseline,eval,0.6763525794333105
popqa_bm25,20,mrr,popqa_enriched_bm25_baseline,eval,0.6181778959319728
popqa_bm25,,mrr,popqa_enriched_bm25_baseline,eval,0.6181778959319728
